113 Cause Name,Cause Name,State,Year,Age-adjusted Death Rate,Deaths,Number of Records
Diabetes mellitus (E10-E14),Diabetes,Virginia,2002,23.2,1558,1
Diabetes mellitus (E10-E14),Diabetes,Washington,2002,26.3,1494,1
Diabetes mellitus (E10-E14),Diabetes,West Virginia,2002,39.5,846,1
Diabetes mellitus (E10-E14),Diabetes,Wisconsin,2002,23.4,1353,1
Diabetes mellitus (E10-E14),Diabetes,Wyoming,2002,30.5,145,1
Diabetes mellitus (E10-E14),Diabetes,Alabama,2003,30.4,1414,1
Diabetes mellitus (E10-E14),Diabetes,Alaska,2003,27.7,102,1
Diabetes mellitus (E10-E14),Diabetes,Arizona,2003,20.9,1153,1
Diabetes mellitus (E10-E14),Diabetes,Arkansas,2003,29.9,884,1
Diabetes mellitus (E10-E14),Diabetes,California,2003,22.8,7093,1
Diabetes mellitus (E10-E14),Diabetes,Colorado,2003,19.1,708,1
Diabetes mellitus (E10-E14),Diabetes,Connecticut,2003,16.8,665,1
Diabetes mellitus (E10-E14),Diabetes,Delaware,2003,28.4,239,1
Diabetes mellitus (E10-E14),Diabetes,District of Columbia,2003,32.4,179,1
Diabetes mellitus (E10-E14),Diabetes,Florida,2003,21.9,4762,1
Diabetes mellitus (E10-E14),Diabetes,Georgia,2003,24.4,1717,1
Diabetes mellitus (E10-E14),Diabetes,Hawaii,2003,14.8,202,1
Diabetes mellitus (E10-E14),Diabetes,Idaho,2003,28.3,358,1
Diabetes mellitus (E10-E14),Diabetes,Illinois,2003,24.6,3044,1
Diabetes mellitus (E10-E14),Diabetes,Indiana,2003,27.8,1731,1
Diabetes mellitus (E10-E14),Diabetes,Iowa,2003,20.2,727,1
Diabetes mellitus (E10-E14),Diabetes,Kansas,2003,23.2,676,1
Diabetes mellitus (E10-E14),Diabetes,Kentucky,2003,31.6,1296,1
Diabetes mellitus (E10-E14),Diabetes,Louisiana,2003,40.9,1740,1
Diabetes mellitus (E10-E14),Diabetes,Maine,2003,26.2,398,1
Diabetes mellitus (E10-E14),Diabetes,Maryland,2003,28.2,1454,1
Diabetes mellitus (E10-E14),Diabetes,Massachusetts,2003,20.2,1424,1
Diabetes mellitus (E10-E14),Diabetes,Michigan,2003,26.2,2640,1
Diabetes mellitus (E10-E14),Diabetes,Minnesota,2003,24.9,1276,1
Diabetes mellitus (E10-E14),Diabetes,Mississippi,2003,24.4,680,1
Diabetes mellitus (E10-E14),Diabetes,Missouri,2003,27.1,1666,1
Diabetes mellitus (E10-E14),Diabetes,Montana,2003,25.8,261,1
Diabetes mellitus (E10-E14),Diabetes,Nebraska,2003,21.1,407,1
Diabetes mellitus (E10-E14),Diabetes,Nevada,2003,15,301,1
Diabetes mellitus (E10-E14),Diabetes,New Hampshire,2003,23.6,300,1
Diabetes mellitus (E10-E14),Diabetes,New Jersey,2003,27.2,2484,1
Diabetes mellitus (E10-E14),Diabetes,New Mexico,2003,33.2,599,1
Diabetes mellitus (E10-E14),Diabetes,New York,2003,21,4227,1
Diabetes mellitus (E10-E14),Diabetes,North Carolina,2003,29.1,2388,1
Diabetes mellitus (E10-E14),Diabetes,North Dakota,2003,27,211,1
Diabetes mellitus (E10-E14),Diabetes,Ohio,2003,30.6,3731,1
Diabetes mellitus (E10-E14),Diabetes,Oklahoma,2003,30.4,1104,1
Diabetes mellitus (E10-E14),Diabetes,Oregon,2003,27.3,1032,1
Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,2003,24.8,3732,1
Diabetes mellitus (E10-E14),Diabetes,Rhode Island,2003,20.4,252,1
Diabetes mellitus (E10-E14),Diabetes,South Carolina,2003,28.3,1161,1
Diabetes mellitus (E10-E14),Diabetes,South Dakota,2003,23,203,1
Diabetes mellitus (E10-E14),Diabetes,Tennessee,2003,31.7,1855,1
Diabetes mellitus (E10-E14),Diabetes,Texas,2003,31.6,5668,1
Diabetes mellitus (E10-E14),Diabetes,United States,2003,25.5,74219,1
Diabetes mellitus (E10-E14),Diabetes,Utah,2003,31.5,520,1
Diabetes mellitus (E10-E14),Diabetes,Vermont,2003,27.7,183,1
Diabetes mellitus (E10-E14),Diabetes,Virginia,2003,23,1587,1
Diabetes mellitus (E10-E14),Diabetes,Washington,2003,26.1,1509,1
Diabetes mellitus (E10-E14),Diabetes,West Virginia,2003,37.1,807,1
Diabetes mellitus (E10-E14),Diabetes,Wisconsin,2003,22.7,1331,1
Diabetes mellitus (E10-E14),Diabetes,Wyoming,2003,27.8,138,1
Diabetes mellitus (E10-E14),Diabetes,Alabama,2004,30.8,1449,1
Diabetes mellitus (E10-E14),Diabetes,Alaska,2004,22.6,93,1
Diabetes mellitus (E10-E14),Diabetes,Arizona,2004,21,1196,1
Diabetes mellitus (E10-E14),Diabetes,Arkansas,2004,28,838,1
Diabetes mellitus (E10-E14),Diabetes,California,2004,22.6,7117,1
Diabetes mellitus (E10-E14),Diabetes,Colorado,2004,18.2,696,1
Diabetes mellitus (E10-E14),Diabetes,Connecticut,2004,19.1,767,1
Diabetes mellitus (E10-E14),Diabetes,Delaware,2004,24.5,210,1
Diabetes mellitus (E10-E14),Diabetes,District of Columbia,2004,40.2,224,1
Diabetes mellitus (E10-E14),Diabetes,Florida,2004,21.6,4809,1
Diabetes mellitus (E10-E14),Diabetes,Georgia,2004,22.5,1623,1
Diabetes mellitus (E10-E14),Diabetes,Hawaii,2004,13.8,194,1
Diabetes mellitus (E10-E14),Diabetes,Idaho,2004,26.5,344,1
Diabetes mellitus (E10-E14),Diabetes,Illinois,2004,24.5,3069,1
Diabetes mellitus (E10-E14),Diabetes,Indiana,2004,26.6,1673,1
Diabetes mellitus (E10-E14),Diabetes,Iowa,2004,19.5,700,1
Diabetes mellitus (E10-E14),Diabetes,Kansas,2004,23.5,690,1
Diabetes mellitus (E10-E14),Diabetes,Kentucky,2004,28.6,1195,1
Diabetes mellitus (E10-E14),Diabetes,Louisiana,2004,39.9,1717,1
Diabetes mellitus (E10-E14),Diabetes,Maine,2004,24.7,382,1
Diabetes mellitus (E10-E14),Diabetes,Maryland,2004,26.9,1417,1
Diabetes mellitus (E10-E14),Diabetes,Massachusetts,2004,18.7,1329,1
Diabetes mellitus (E10-E14),Diabetes,Michigan,2004,28.9,2953,1
Diabetes mellitus (E10-E14),Diabetes,Minnesota,2004,21.6,1130,1
Diabetes mellitus (E10-E14),Diabetes,Mississippi,2004,23.6,665,1
Diabetes mellitus (E10-E14),Diabetes,Missouri,2004,23.6,1461,1
Diabetes mellitus (E10-E14),Diabetes,Montana,2004,22.7,237,1
Diabetes mellitus (E10-E14),Diabetes,Nebraska,2004,20.5,395,1
Diabetes mellitus (E10-E14),Diabetes,Nevada,2004,13.9,290,1
Diabetes mellitus (E10-E14),Diabetes,New Hampshire,2004,24,313,1
Diabetes mellitus (E10-E14),Diabetes,New Jersey,2004,28.2,2595,1
Diabetes mellitus (E10-E14),Diabetes,New Mexico,2004,31.9,590,1
Diabetes mellitus (E10-E14),Diabetes,New York,2004,19.2,3913,1
Diabetes mellitus (E10-E14),Diabetes,North Carolina,2004,26.9,2253,1
Diabetes mellitus (E10-E14),Diabetes,North Dakota,2004,26.6,209,1
Diabetes mellitus (E10-E14),Diabetes,Ohio,2004,29.3,3615,1
Diabetes mellitus (E10-E14),Diabetes,Oklahoma,2004,30.9,1139,1
Diabetes mellitus (E10-E14),Diabetes,Oregon,2004,27.9,1073,1
Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,2004,23.6,3579,1
Diabetes mellitus (E10-E14),Diabetes,Rhode Island,2004,22.4,280,1
Diabetes mellitus (E10-E14),Diabetes,South Carolina,2004,27.8,1165,1
Diabetes mellitus (E10-E14),Diabetes,South Dakota,2004,25.4,229,1
Diabetes mellitus (E10-E14),Diabetes,Tennessee,2004,31.6,1882,1
Diabetes mellitus (E10-E14),Diabetes,Texas,2004,29.7,5435,1
Diabetes mellitus (E10-E14),Diabetes,United States,2004,24.8,73138,1
Diabetes mellitus (E10-E14),Diabetes,Utah,2004,28.6,485,1
Diabetes mellitus (E10-E14),Diabetes,Vermont,2004,22.6,150,1
Diabetes mellitus (E10-E14),Diabetes,Virginia,2004,22.9,1602,1
Diabetes mellitus (E10-E14),Diabetes,Washington,2004,25.3,1508,1
Diabetes mellitus (E10-E14),Diabetes,West Virginia,2004,38.2,840,1
Diabetes mellitus (E10-E14),Diabetes,Wisconsin,2004,21.9,1310,1
Diabetes mellitus (E10-E14),Diabetes,Wyoming,2004,22.2,110,1
Diabetes mellitus (E10-E14),Diabetes,Alabama,2005,29.9,1429,1
Diabetes mellitus (E10-E14),Diabetes,Alaska,2005,22.4,93,1
Diabetes mellitus (E10-E14),Diabetes,Arizona,2005,20.4,1208,1
Diabetes mellitus (E10-E14),Diabetes,Arkansas,2005,27.1,824,1
Diabetes mellitus (E10-E14),Diabetes,California,2005,23.8,7697,1
Diabetes mellitus (E10-E14),Diabetes,Colorado,2005,19.3,753,1
Diabetes mellitus (E10-E14),Diabetes,Connecticut,2005,20,811,1
Diabetes mellitus (E10-E14),Diabetes,Delaware,2005,26.5,233,1
Diabetes mellitus (E10-E14),Diabetes,District of Columbia,2005,34.4,192,1
Diabetes mellitus (E10-E14),Diabetes,Florida,2005,22.7,5193,1
Diabetes mellitus (E10-E14),Diabetes,Georgia,2005,23.2,1742,1
Diabetes mellitus (E10-E14),Diabetes,Hawaii,2005,15.1,218,1
Diabetes mellitus (E10-E14),Diabetes,Idaho,2005,22.4,299,1
Diabetes mellitus (E10-E14),Diabetes,Illinois,2005,24,3034,1
Diabetes mellitus (E10-E14),Diabetes,Indiana,2005,27,1719,1
Diabetes mellitus (E10-E14),Diabetes,Iowa,2005,20.1,727,1
Diabetes mellitus (E10-E14),Diabetes,Kansas,2005,23.8,710,1
Diabetes mellitus (E10-E14),Diabetes,Kentucky,2005,27.8,1187,1
Diabetes mellitus (E10-E14),Diabetes,Louisiana,2005,38.7,1695,1
Diabetes mellitus (E10-E14),Diabetes,Maine,2005,24.7,385,1
Diabetes mellitus (E10-E14),Diabetes,Maryland,2005,26,1388,1
Diabetes mellitus (E10-E14),Diabetes,Massachusetts,2005,17.7,1271,1
Diabetes mellitus (E10-E14),Diabetes,Michigan,2005,27.3,2842,1
Diabetes mellitus (E10-E14),Diabetes,Minnesota,2005,23.6,1258,1
Diabetes mellitus (E10-E14),Diabetes,Mississippi,2005,23.5,677,1
Diabetes mellitus (E10-E14),Diabetes,Missouri,2005,24.8,1549,1
Diabetes mellitus (E10-E14),Diabetes,Montana,2005,26.7,285,1
Diabetes mellitus (E10-E14),Diabetes,Nebraska,2005,23.3,449,1
Diabetes mellitus (E10-E14),Diabetes,Nevada,2005,15.3,336,1
Diabetes mellitus (E10-E14),Diabetes,New Hampshire,2005,23.4,310,1
Diabetes mellitus (E10-E14),Diabetes,New Jersey,2005,27.3,2540,1
Diabetes mellitus (E10-E14),Diabetes,New Mexico,2005,31.4,595,1
Diabetes mellitus (E10-E14),Diabetes,New York,2005,19.7,4051,1
Diabetes mellitus (E10-E14),Diabetes,North Carolina,2005,26.2,2261,1
Diabetes mellitus (E10-E14),Diabetes,North Dakota,2005,26.2,204,1
Diabetes mellitus (E10-E14),Diabetes,Ohio,2005,30.5,3794,1
Diabetes mellitus (E10-E14),Diabetes,Oklahoma,2005,32.6,1217,1
Diabetes mellitus (E10-E14),Diabetes,Oregon,2005,29.3,1149,1
Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,2005,23.2,3553,1
Diabetes mellitus (E10-E14),Diabetes,Rhode Island,2005,22.3,282,1
Diabetes mellitus (E10-E14),Diabetes,South Carolina,2005,27.6,1187,1
Diabetes mellitus (E10-E14),Diabetes,South Dakota,2005,26.2,241,1
Diabetes mellitus (E10-E14),Diabetes,Tennessee,2005,30.3,1844,1
Diabetes mellitus (E10-E14),Diabetes,Texas,2005,29.7,5605,1
Diabetes mellitus (E10-E14),Diabetes,United States,2005,24.9,75119,1
Diabetes mellitus (E10-E14),Diabetes,Utah,2005,31,541,1
Diabetes mellitus (E10-E14),Diabetes,Vermont,2005,25.8,173,1
Diabetes mellitus (E10-E14),Diabetes,Virginia,2005,22.9,1642,1
Diabetes mellitus (E10-E14),Diabetes,Washington,2005,25.5,1554,1
Diabetes mellitus (E10-E14),Diabetes,West Virginia,2005,34.5,766,1
Diabetes mellitus (E10-E14),Diabetes,Wisconsin,2005,21,1276,1
Diabetes mellitus (E10-E14),Diabetes,Wyoming,2005,25.8,130,1
Diabetes mellitus (E10-E14),Diabetes,Alabama,2006,29.8,1453,1
Diabetes mellitus (E10-E14),Diabetes,Alaska,2006,25.9,109,1
Diabetes mellitus (E10-E14),Diabetes,Arizona,2006,19.6,1206,1
Diabetes mellitus (E10-E14),Diabetes,Arkansas,2006,27.2,839,1
Diabetes mellitus (E10-E14),Diabetes,California,2006,22.5,7376,1
Diabetes mellitus (E10-E14),Diabetes,Colorado,2006,16.7,677,1
Diabetes mellitus (E10-E14),Diabetes,Connecticut,2006,19,782,1
Diabetes mellitus (E10-E14),Diabetes,Delaware,2006,20.6,191,1
Diabetes mellitus (E10-E14),Diabetes,District of Columbia,2006,33,184,1
Diabetes mellitus (E10-E14),Diabetes,Florida,2006,22.3,5172,1
Diabetes mellitus (E10-E14),Diabetes,Georgia,2006,21.2,1657,1
Diabetes mellitus (E10-E14),Diabetes,Hawaii,2006,18.4,271,1
Diabetes mellitus (E10-E14),Diabetes,Idaho,2006,23.1,320,1
Diabetes mellitus (E10-E14),Diabetes,Illinois,2006,21.9,2795,1
Diabetes mellitus (E10-E14),Diabetes,Indiana,2006,25.9,1682,1
Diabetes mellitus (E10-E14),Diabetes,Iowa,2006,22,804,1
Diabetes mellitus (E10-E14),Diabetes,Kansas,2006,24.8,749,1
Diabetes mellitus (E10-E14),Diabetes,Kentucky,2006,26.2,1141,1
Diabetes mellitus (E10-E14),Diabetes,Louisiana,2006,36.3,1536,1
Diabetes mellitus (E10-E14),Diabetes,Maine,2006,21.4,343,1
Diabetes mellitus (E10-E14),Diabetes,Maryland,2006,22.5,1237,1
Diabetes mellitus (E10-E14),Diabetes,Massachusetts,2006,15.5,1132,1
Diabetes mellitus (E10-E14),Diabetes,Michigan,2006,26.8,2830,1
Diabetes mellitus (E10-E14),Diabetes,Minnesota,2006,21.4,1158,1
Diabetes mellitus (E10-E14),Diabetes,Mississippi,2006,24.5,707,1
Diabetes mellitus (E10-E14),Diabetes,Missouri,2006,23.5,1493,1
Diabetes mellitus (E10-E14),Diabetes,Montana,2006,22.8,249,1
Diabetes mellitus (E10-E14),Diabetes,Nebraska,2006,22.2,437,1
Diabetes mellitus (E10-E14),Diabetes,Nevada,2006,13,294,1
Diabetes mellitus (E10-E14),Diabetes,New Hampshire,2006,21.4,296,1
Diabetes mellitus (E10-E14),Diabetes,New Jersey,2006,26.1,2454,1
Diabetes mellitus (E10-E14),Diabetes,New Mexico,2006,30.6,606,1
Diabetes mellitus (E10-E14),Diabetes,New York,2006,18.6,3848,1
Diabetes mellitus (E10-E14),Diabetes,North Carolina,2006,24.9,2234,1
Diabetes mellitus (E10-E14),Diabetes,North Dakota,2006,26.1,208,1
Diabetes mellitus (E10-E14),Diabetes,Ohio,2006,29.6,3761,1
Diabetes mellitus (E10-E14),Diabetes,Oklahoma,2006,30.6,1166,1
Diabetes mellitus (E10-E14),Diabetes,Oregon,2006,28.2,1139,1
Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,2006,22.3,3466,1
Diabetes mellitus (E10-E14),Diabetes,Rhode Island,2006,16.2,206,1
Diabetes mellitus (E10-E14),Diabetes,South Carolina,2006,25.5,1136,1
Diabetes mellitus (E10-E14),Diabetes,South Dakota,2006,27.6,262,1
Diabetes mellitus (E10-E14),Diabetes,Tennessee,2006,27.4,1715,1
Diabetes mellitus (E10-E14),Diabetes,Texas,2006,26.5,5201,1
Diabetes mellitus (E10-E14),Diabetes,United States,2006,23.6,72449,1
Diabetes mellitus (E10-E14),Diabetes,Utah,2006,27,496,1
Diabetes mellitus (E10-E14),Diabetes,Vermont,2006,25,175,1
Diabetes mellitus (E10-E14),Diabetes,Virginia,2006,22.1,1632,1
Diabetes mellitus (E10-E14),Diabetes,Washington,2006,24.7,1543,1
Diabetes mellitus (E10-E14),Diabetes,West Virginia,2006,33,743,1
Diabetes mellitus (E10-E14),Diabetes,Wisconsin,2006,19.7,1212,1
Diabetes mellitus (E10-E14),Diabetes,Wyoming,2006,23.9,126,1
Diabetes mellitus (E10-E14),Diabetes,Alabama,2007,26.4,1313,1
Diabetes mellitus (E10-E14),Diabetes,Alaska,2007,24.1,105,1
Diabetes mellitus (E10-E14),Diabetes,Arizona,2007,18.3,1159,1
Diabetes mellitus (E10-E14),Diabetes,Arkansas,2007,26.8,838,1
Diabetes mellitus (E10-E14),Diabetes,California,2007,22.2,7413,1
Diabetes mellitus (E10-E14),Diabetes,Colorado,2007,16.8,710,1
Diabetes mellitus (E10-E14),Diabetes,Connecticut,2007,15.5,646,1
Diabetes mellitus (E10-E14),Diabetes,Delaware,2007,23.6,223,1
Diabetes mellitus (E10-E14),Diabetes,District of Columbia,2007,26.6,152,1
Diabetes mellitus (E10-E14),Diabetes,Florida,2007,21.7,5110,1
Diabetes mellitus (E10-E14),Diabetes,Georgia,2007,20,1604,1
Diabetes mellitus (E10-E14),Diabetes,Hawaii,2007,19,291,1
Diabetes mellitus (E10-E14),Diabetes,Idaho,2007,22.9,331,1
Diabetes mellitus (E10-E14),Diabetes,Illinois,2007,22,2851,1
Diabetes mellitus (E10-E14),Diabetes,Indiana,2007,23.5,1564,1
Diabetes mellitus (E10-E14),Diabetes,Iowa,2007,20.6,767,1
Diabetes mellitus (E10-E14),Diabetes,Kansas,2007,22.8,702,1
Diabetes mellitus (E10-E14),Diabetes,Kentucky,2007,24.4,1091,1
Diabetes mellitus (E10-E14),Diabetes,Louisiana,2007,33.5,1437,1
Diabetes mellitus (E10-E14),Diabetes,Maine,2007,21.8,355,1
Diabetes mellitus (E10-E14),Diabetes,Maryland,2007,23.4,1301,1
Diabetes mellitus (E10-E14),Diabetes,Massachusetts,2007,16.6,1222,1
Diabetes mellitus (E10-E14),Diabetes,Michigan,2007,26.3,2826,1
Diabetes mellitus (E10-E14),Diabetes,Minnesota,2007,19.6,1084,1
Diabetes mellitus (E10-E14),Diabetes,Mississippi,2007,22.1,654,1
Diabetes mellitus (E10-E14),Diabetes,Missouri,2007,22.4,1444,1
Diabetes mellitus (E10-E14),Diabetes,Montana,2007,23,258,1
Diabetes mellitus (E10-E14),Diabetes,Nebraska,2007,23.4,472,1
Diabetes mellitus (E10-E14),Diabetes,Nevada,2007,13,312,1
Diabetes mellitus (E10-E14),Diabetes,New Hampshire,2007,20.2,280,1
Diabetes mellitus (E10-E14),Diabetes,New Jersey,2007,24.4,2329,1
Diabetes mellitus (E10-E14),Diabetes,New Mexico,2007,33.2,673,1
Diabetes mellitus (E10-E14),Diabetes,New York,2007,17.7,3715,1
Diabetes mellitus (E10-E14),Diabetes,North Carolina,2007,23.3,2156,1
Diabetes mellitus (E10-E14),Diabetes,North Dakota,2007,28.1,226,1
Diabetes mellitus (E10-E14),Diabetes,Ohio,2007,29,3722,1
Diabetes mellitus (E10-E14),Diabetes,Oklahoma,2007,29.8,1148,1
Diabetes mellitus (E10-E14),Diabetes,Oregon,2007,27,1113,1
Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,2007,21.9,3442,1
Diabetes mellitus (E10-E14),Diabetes,Rhode Island,2007,19.1,248,1
Diabetes mellitus (E10-E14),Diabetes,South Carolina,2007,26.7,1231,1
Diabetes mellitus (E10-E14),Diabetes,South Dakota,2007,26.1,247,1
Diabetes mellitus (E10-E14),Diabetes,Tennessee,2007,26.7,1700,1
Diabetes mellitus (E10-E14),Diabetes,Texas,2007,25.3,5109,1
Diabetes mellitus (E10-E14),Diabetes,United States,2007,22.8,71382,1
Diabetes mellitus (E10-E14),Diabetes,Utah,2007,28.8,548,1
Diabetes mellitus (E10-E14),Diabetes,Vermont,2007,24.4,170,1
Diabetes mellitus (E10-E14),Diabetes,Virginia,2007,20,1507,1
Diabetes mellitus (E10-E14),Diabetes,Washington,2007,23.5,1508,1
Diabetes mellitus (E10-E14),Diabetes,West Virginia,2007,35.2,800,1
Diabetes mellitus (E10-E14),Diabetes,Wisconsin,2007,18.3,1136,1
Diabetes mellitus (E10-E14),Diabetes,Wyoming,2007,26.3,139,1
Diabetes mellitus (E10-E14),Diabetes,Alabama,2008,27.2,1386,1
Diabetes mellitus (E10-E14),Diabetes,Alaska,2008,22.3,93,1
Diabetes mellitus (E10-E14),Diabetes,Arizona,2008,18,1173,1
Diabetes mellitus (E10-E14),Diabetes,Arkansas,2008,28.1,901,1
Diabetes mellitus (E10-E14),Diabetes,California,2008,21.5,7375,1
Diabetes mellitus (E10-E14),Diabetes,Colorado,2008,17.6,767,1
Diabetes mellitus (E10-E14),Diabetes,Connecticut,2008,14.7,624,1
Diabetes mellitus (E10-E14),Diabetes,Delaware,2008,22.5,217,1
Diabetes mellitus (E10-E14),Diabetes,District of Columbia,2008,27.5,156,1
Diabetes mellitus (E10-E14),Diabetes,Florida,2008,21.4,5161,1
Diabetes mellitus (E10-E14),Diabetes,Georgia,2008,18,1496,1
Diabetes mellitus (E10-E14),Diabetes,Hawaii,2008,18.6,286,1
Diabetes mellitus (E10-E14),Diabetes,Idaho,2008,23.9,356,1
Diabetes mellitus (E10-E14),Diabetes,Illinois,2008,21.6,2846,1
Diabetes mellitus (E10-E14),Diabetes,Indiana,2008,24.9,1683,1
Diabetes mellitus (E10-E14),Diabetes,Iowa,2008,20.3,764,1
Diabetes mellitus (E10-E14),Diabetes,Kansas,2008,22.7,706,1
Diabetes mellitus (E10-E14),Diabetes,Kentucky,2008,26.7,1214,1
Diabetes mellitus (E10-E14),Diabetes,Louisiana,2008,30.3,1332,1
Diabetes mellitus (E10-E14),Diabetes,Maine,2008,20.8,344,1
Diabetes mellitus (E10-E14),Diabetes,Maryland,2008,21.6,1239,1
Diabetes mellitus (E10-E14),Diabetes,Massachusetts,2008,14.5,1079,1
Diabetes mellitus (E10-E14),Diabetes,Michigan,2008,25.2,2752,1
Diabetes mellitus (E10-E14),Diabetes,Minnesota,2008,19.1,1087,1
Diabetes mellitus (E10-E14),Diabetes,Mississippi,2008,25.3,758,1
Diabetes mellitus (E10-E14),Diabetes,Missouri,2008,20.4,1348,1
Diabetes mellitus (E10-E14),Diabetes,Montana,2008,22.3,254,1
Diabetes mellitus (E10-E14),Diabetes,Nebraska,2008,23.2,470,1
Diabetes mellitus (E10-E14),Diabetes,Nevada,2008,15.6,373,1
Diabetes mellitus (E10-E14),Diabetes,New Hampshire,2008,20.6,297,1
Diabetes mellitus (E10-E14),Diabetes,New Jersey,2008,23.1,2242,1
Diabetes mellitus (E10-E14),Diabetes,New Mexico,2008,28.3,582,1
Diabetes mellitus (E10-E14),Diabetes,New York,2008,16.9,3605,1
Diabetes mellitus (E10-E14),Diabetes,North Carolina,2008,22.7,2170,1
Diabetes mellitus (E10-E14),Diabetes,North Dakota,2008,25,201,1
Diabetes mellitus (E10-E14),Diabetes,Ohio,2008,27.2,3565,1
Diabetes mellitus (E10-E14),Diabetes,Oklahoma,2008,28.3,1103,1
Diabetes mellitus (E10-E14),Diabetes,Oregon,2008,24,1025,1
Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,2008,20.8,3313,1
Diabetes mellitus (E10-E14),Diabetes,Rhode Island,2008,15.1,195,1
Diabetes mellitus (E10-E14),Diabetes,South Carolina,2008,23.9,1133,1
Diabetes mellitus (E10-E14),Diabetes,South Dakota,2008,22.3,216,1
Diabetes mellitus (E10-E14),Diabetes,Tennessee,2008,26.4,1733,1
Diabetes mellitus (E10-E14),Diabetes,Texas,2008,24.9,5155,1
Diabetes mellitus (E10-E14),Diabetes,United States,2008,22,70553,1
Diabetes mellitus (E10-E14),Diabetes,Utah,2008,23.7,468,1
Diabetes mellitus (E10-E14),Diabetes,Vermont,2008,21.1,151,1
Diabetes mellitus (E10-E14),Diabetes,Virginia,2008,19.8,1534,1
Diabetes mellitus (E10-E14),Diabetes,Washington,2008,24.1,1590,1
Diabetes mellitus (E10-E14),Diabetes,West Virginia,2008,32.7,753,1
Diabetes mellitus (E10-E14),Diabetes,Wisconsin,2008,18.2,1152,1
Diabetes mellitus (E10-E14),Diabetes,Wyoming,2008,24.1,130,1
Diabetes mellitus (E10-E14),Diabetes,Alabama,2009,24.4,1259,1
Diabetes mellitus (E10-E14),Diabetes,Alaska,2009,18.1,84,1
Diabetes mellitus (E10-E14),Diabetes,Arizona,2009,16.2,1083,1
Diabetes mellitus (E10-E14),Diabetes,Arkansas,2009,27.4,890,1
Diabetes mellitus (E10-E14),Diabetes,California,2009,19.8,6979,1
Diabetes mellitus (E10-E14),Diabetes,Colorado,2009,17.2,779,1
Diabetes mellitus (E10-E14),Diabetes,Connecticut,2009,14.5,624,1
Diabetes mellitus (E10-E14),Diabetes,Delaware,2009,20.8,206,1
Diabetes mellitus (E10-E14),Diabetes,District of Columbia,2009,22.5,129,1
Diabetes mellitus (E10-E14),Diabetes,Florida,2009,20,4901,1
Diabetes mellitus (E10-E14),Diabetes,Georgia,2009,18.7,1582,1
Diabetes mellitus (E10-E14),Diabetes,Hawaii,2009,19.5,308,1
Diabetes mellitus (E10-E14),Diabetes,Idaho,2009,24.3,372,1
Diabetes mellitus (E10-E14),Diabetes,Illinois,2009,20.6,2741,1
Diabetes mellitus (E10-E14),Diabetes,Indiana,2009,24.1,1646,1
Diabetes mellitus (E10-E14),Diabetes,Iowa,2009,18.7,702,1
Diabetes mellitus (E10-E14),Diabetes,Kansas,2009,20.3,635,1
Diabetes mellitus (E10-E14),Diabetes,Kentucky,2009,29.3,1348,1
Diabetes mellitus (E10-E14),Diabetes,Louisiana,2009,27.8,1249,1
Diabetes mellitus (E10-E14),Diabetes,Maine,2009,20.7,350,1
Diabetes mellitus (E10-E14),Diabetes,Maryland,2009,20.6,1207,1
Diabetes mellitus (E10-E14),Diabetes,Massachusetts,2009,13.3,1007,1
Diabetes mellitus (E10-E14),Diabetes,Michigan,2009,24.4,2705,1
Diabetes mellitus (E10-E14),Diabetes,Minnesota,2009,17.7,1021,1
Diabetes mellitus (E10-E14),Diabetes,Mississippi,2009,29.7,900,1
Diabetes mellitus (E10-E14),Diabetes,Missouri,2009,19.8,1335,1
Diabetes mellitus (E10-E14),Diabetes,Montana,2009,19.4,228,1
Diabetes mellitus (E10-E14),Diabetes,Nebraska,2009,21.8,445,1
Diabetes mellitus (E10-E14),Diabetes,Nevada,2009,15.5,377,1
Diabetes mellitus (E10-E14),Diabetes,New Hampshire,2009,18.7,276,1
Diabetes mellitus (E10-E14),Diabetes,New Jersey,2009,19.9,1959,1
Diabetes mellitus (E10-E14),Diabetes,New Mexico,2009,28.3,597,1
Diabetes mellitus (E10-E14),Diabetes,New York,2009,17.3,3723,1
Diabetes mellitus (E10-E14),Diabetes,North Carolina,2009,21.5,2114,1
Diabetes mellitus (E10-E14),Diabetes,North Dakota,2009,25.4,214,1
Diabetes mellitus (E10-E14),Diabetes,Ohio,2009,25.7,3401,1
Diabetes mellitus (E10-E14),Diabetes,Oklahoma,2009,28.7,1146,1
Diabetes mellitus (E10-E14),Diabetes,Oregon,2009,24.8,1073,1
Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,2009,20.3,3254,1
Diabetes mellitus (E10-E14),Diabetes,Rhode Island,2009,16.6,213,1
Diabetes mellitus (E10-E14),Diabetes,South Carolina,2009,23.1,1128,1
Diabetes mellitus (E10-E14),Diabetes,South Dakota,2009,21.1,202,1
Diabetes mellitus (E10-E14),Diabetes,Tennessee,2009,26.2,1759,1
